Master_Record_Number,County,City,Date,Year,Crash_Type,Cross_Street,Primary_Factor,Manner_of_Collision,Injury_Status,Light_Conditions,Weather_Conditions,Surface_Conditions,Latitude,Longitude,Nature_of_Injury,Fatal_SSI
904819119,MARION,INDIANAPOLIS,10/10/25,2025,Pedestrian,JACKSON ST ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.76369938,-86.2067623,NONE VISIBLE,Other
904825262,MARION,INDIANAPOLIS,10/20/25,2025,Pedalcycle,BERTHA ST & S HOLMES AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.76198439,-86.20524278,ABRASION,Other
904822481,MARION,INDIANAPOLIS,10/19/25,2025,Pedestrian,RUE DR MARGOT ,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.88521246,-86.20235023,FRACTURE/DISLOCATION,SSI
904844016,MARION,INDIANAPOLIS,11/14/25,2025,Pedestrian,N. BELMONT AVE & W WASHINGTON ST,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.766251,-86.19689102,ABRASION,Other
904810794,MARION,INDIANAPOLIS,10/1/25,2025,Pedestrian,WESTLANE RD & HARCOURT RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NOT REPORTED,DARK (NOT LIGHTED),CLEAR,DRY,39.88548146,-86.1935932,NONE VISIBLE,Other
904815652,MARION,INDIANAPOLIS,10/8/25,2025,Pedalcycle,RAYOND & BELMONT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.73534857,-86.19294753,ABRASION,Other
904852096,MARION,INDIANAPOLIS,11/26/25,2025,Pedalcycle,S HARDING ST & KENTUCKY AVE,FOLLOWING TOO CLOSELY,REAR END,INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.7434532,-86.1877057,SEVERE BLEEDING,SSI
904842110,MARION,INDIANAPOLIS,11/13/25,2025,Pedalcycle,W SOUTHPORT RD ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.6636745,-86.1836642,MINOR BLEEDING,Other
904813452,MARION,INDIANAPOLIS,10/5/25,2025,Pedalcycle,DIVISION ST & MORRIS ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.75156859,-86.18315884,COMPLAINT OF PAIN,Other
904812842,MARION,INDIANAPOLIS,10/3/25,2025,Pedalcycle,W 16TH ST & MILBURN ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.7885783,86.1789925,MINOR BLEEDING,Other
904820789,MARION,INDIANAPOLIS,10/17/25,2025,Pedestrian,TENNIS COURT CIR ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.923563,-86.178603,COMPLAINT OF PAIN,Other
904824437,MARION,INDIANAPOLIS,10/22/25,2025,Pedestrian,WEST 46TH ST. ,UNSAFE BACKING,BACKING CRASH,REFUSED,DAYLIGHT,CLOUDY,DRY,39.84054208,-86.17302309,COMPLAINT OF PAIN,Other
904819663,MARION,INDIANAPOLIS,10/14/25,2025,Pedalcycle,JEFF RD & FABYAN RD,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.64828449,-86.17279251,ABRASION,Other
904822989,MARION,INDIANAPOLIS,10/20/25,2025,Pedestrian,DR. MARTIN LUTHER KING JR ST. & W 26TH ST.,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.80427637,-86.17103585,COMPLAINT OF PAIN,Other
904833562,MARION,INDIANAPOLIS,11/4/25,2025,Pedalcycle,KENTUCKY AVE & W HENRY ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.75985473,-86.16993898,ABRASION,Other
904813674,MARION,INDIANAPOLIS,10/6/25,2025,Pedestrian,N BLACKFORD ST & INDIANA AVE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77745856,-86.16984686,ABRASION,Other
904827121,MARION,INDIANAPOLIS,10/27/25,2025,Pedestrian,W MARYLAND ST & S WEST ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.76583827,-86.16718113,UNCONSCIOUSNESS,SSI
904829686,MARION,INDIANAPOLIS,10/29/25,2025,Pedalcycle,W MICHIGAN ST & DR MARTIN LUTHER KING JR ST,DISREGARD SIGNAL/REG SIGN,OPPOSITE DIRECTION SIDESWIPE,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.7742973,-86.16671,COMPLAINT OF PAIN,Other
904844859,MARION,INDIANAPOLIS,11/17/25,2025,Pedestrian,W NEW YORK ST ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77151766,-86.1664795,COMPLAINT OF PAIN,Other
904822902,MARION,INDIANAPOLIS,10/6/25,2025,Pedestrian,I-65 NB & 114.3 MM,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.79429606,-86.16456386,COMPLAINT OF PAIN,Other
904847742,MARION,INDIANAPOLIS,11/20/25,2025,Pedestrian,N CAPITOL AV & W MARYLAND ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.76573518,-86.16177383,COMPLAINT OF PAIN,Other
904831681,MARION,INDIANAPOLIS,10/30/25,2025,Pedestrian,S ILLINOIS ST & W MARYLAND ST,PEDESTRIAN ACTION,NON-COLLISION,FATAL,DARK (LIGHTED),CLEAR,DRY,39.76566673,-86.15996709,CRUSH INJURY,Fatal
904815631,MARION,INDIANAPOLIS,10/8/25,2025,Pedalcycle,ILLINOIS STREET & 16TH STREET,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7875788,-86.15950252,COMPLAINT OF PAIN,Other
904833176,MARION,INDIANAPOLIS,10/11/25,2025,Pedalcycle,S MERIDIAN ST & E TROY AVE,HEADLIGHT DEFECTIVE OR NOT ON,RIGHT ANGLE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.72242879,-86.15871928,COMPLAINT OF PAIN,Other
904822537,MARION,INDIANAPOLIS,10/19/25,2025,Pedestrian,S MERIDIAN ST & W WASHINGTON ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.76700271,-86.15810028,FRACTURE/DISLOCATION,SSI
904848548,MARION,INDIANAPOLIS,11/20/25,2025,Pedestrian,W NEW YORK ST & N MERIDIAN ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NOT REPORTED,DARK (LIGHTED),CLEAR,DRY,39.771314,-86.15795104,NONE VISIBLE,Other
904822988,MARION,INDIANAPOLIS,10/20/25,2025,Pedestrian,MERIDIAN ST & 22ND ST,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,NOT REPORTED,DAYLIGHT,CLEAR,DRY,39.79738935,-86.15718832,NONE VISIBLE,Other
904820352,MARION,INDIANAPOLIS,10/16/25,2025,Pedestrian,W 30TH STREET  & NORTH MERIDIAN STREET ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,REFUSED,DAYLIGHT,CLEAR,DRY,39.8101544,-86.15679208,COMPLAINT OF PAIN,Other
904811420,MARION,INDIANAPOLIS,10/2/25,2025,Pedestrian,MERIDIAN ST & FALL CREEK PKWY,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.8042313,-86.15661284,COMPLAINT OF PAIN,Other
904847776,MARION,INDIANAPOLIS,11/21/25,2025,Pedestrian,N PENNSYLVANIA ST & E OHIO ST,VIEW OBSTRUCTED,LEFT TURN,REFUSED,DARK (LIGHTED),RAIN,WET,39.769868,-86.15615,COMPLAINT OF PAIN,Other
904814694,MARION,INDIANAPOLIS,10/6/25,2025,Pedestrian,N PENNSYLVANIA ST & E OHIO ST,IMPROPER TURNING,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,WET,39.769868,-86.15615002,COMPLAINT OF PAIN,Other
904853032,MARION,INDIANAPOLIS,11/29/25,2025,Pedestrian,E OHIO ST & N PENNSYLVANIA ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),SNOW,SNOW/SLUSH,39.769868,-86.15615002,COMPLAINT OF PAIN,Other
904843984,MARION,INDIANAPOLIS,11/14/25,2025,Pedestrian,N PENNSYLVANIA ST & E 11TH ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.782242,-86.1557188,FRACTURE/DISLOCATION,SSI
904841082,MARION,INDIANAPOLIS,11/10/25,2025,Pedestrian,N DELAWARE ST & E NORTH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77557973,-86.15422358,FRACTURE/DISLOCATION,SSI
904815853,MARION,INDIANAPOLIS,10/9/25,2025,Pedestrian,200 E WASHINGTON ST & 1 S DELAWARE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7669533,-86.1544451,CONTUSION/BRUISE,Other
904823303,MARION,INDIANAPOLIS,10/21/25,2025,Pedalcycle,VIRGINIA AVE & LOUISIANA ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.76320086,-86.15168443,COMPLAINT OF PAIN,Other
904810765,MARION,INDIANAPOLIS,10/1/25,2025,Pedestrian,400 E 10TH ST  & 900 N EAST ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7808044,-86.1493561,COMPLAINT OF PAIN,Other
904835845,MARION,INDIANAPOLIS,11/6/25,2025,Pedestrian,E VERMONT ST & N NEW JERSEY ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.77260517,-86.15070904,COMPLAINT OF PAIN,Other
904819664,MARION,INDIANAPOLIS,10/14/25,2025,Pedestrian,S. EAST ST ,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7056743,-86.1501663,NONE VISIBLE,Other
904819441,MARION,INDIANAPOLIS,10/13/25,2025,Pedalcycle,CENTRAL AVE & E 37TH ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.82357397,-86.14982404,COMPLAINT OF PAIN,Other
904845794,MARION,INDIANAPOLIS,11/16/25,2025,Pedestrian,E MORRIS ST & S EAST ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.751489,-86.14959898,COMPLAINT OF PAIN,Other
904851407,MARION,INDIANAPOLIS,11/24/25,2025,Pedestrian,CENTRAL AVE & 21ST STREET,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.79521481,-86.14947285,COMPLAINT OF PAIN,Other
904815593,MARION,INDIANAPOLIS,10/8/25,2025,Pedestrian,560 N EAST ST & E  MICHIGAN ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7738939,-86.1487225,COMPLAINT OF PAIN,Other
904824817,MARION,INDIANAPOLIS,10/23/25,2025,Pedestrian,ORANGE ST & S EAST ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.74963701,-86.149367,COMPLAINT OF PAIN,Other
904850341,MARION,INDIANAPOLIS,11/21/25,2025,Pedalcycle,E WASHINGTON ST & N EAST ST,IMPROPER LANE USAGE,REAR END,NOT REPORTED,DARK (LIGHTED),RAIN,WET,39.76687801,-86.14901903,NONE VISIBLE,Other
904847735,MARION,INDIANAPOLIS,11/20/25,2025,Pedestrian,VIRGINIA AVE & S EAST ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.7612404,-86.1492504,COMPLAINT OF PAIN,Other
904824547,MARION,INDIANAPOLIS,10/22/25,2025,Pedalcycle,TURTLE CREEK NORTH DR & TURTLE CREEK SOUTH DR,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DARK (LIGHTED),CLEAR,DRY,39.6899335,-86.14778984,ABRASION,Other
904844362,MARION,INDIANAPOLIS,11/16/25,2025,Pedestrian,MADISON AVE & E HANNA AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.70935378,-86.14179796,ABRASION,Other
904813546,MARION,INDIANAPOLIS,10/6/25,2025,Pedalcycle,PROSPECT ST & VIRGINIA AVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.75227059,-86.1400605,NONE VISIBLE,Other
904818784,MARION,INDIANAPOLIS,10/13/25,2025,Pedestrian,E RAYMOND ST & SHELBY ST,PEDESTRIAN ACTION,RIGHT ANGLE,FATAL,DARK (LIGHTED),CLEAR,DRY,39.73764605,-86.13965226,CRUSH INJURY,Fatal
904844252,MARION,INDIANAPOLIS,11/15/25,2025,Pedestrian,SHELBY ST & CRUFT ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.72949663,-86.13963595,COMPLAINT OF PAIN,Other
904823190,MARION,INDIANAPOLIS,10/19/25,2025,Pedestrian,SHELBY ST & FRONT ROYAL DRIVE,PEDESTRIAN ACTION,NON-COLLISION,FATAL,DARK (LIGHTED),RAIN,WET,39.6464676,-86.139455,INTERNAL,Fatal
904829937,MARION,INDIANAPOLIS,10/27/25,2025,Pedalcycle,CARSON AVE & SPARROW AV,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (NOT LIGHTED),CLOUDY,DRY,39.71748885,-86.13133998,CRUSH INJURY,Fatal
904831662,MARION,INDIANAPOLIS,10/27/25,2025,Pedestrian,NICHOLAS AVE & 33RD ST.,LEFT OF CENTER,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81656461,-86.12641474,COMPLAINT OF PAIN,Other
904832301,MARION,INDIANAPOLIS,11/2/25,2025,Pedestrian,E 52ND ST & CAROLINE STREET,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.84767447,-86.12616853,COMPLAINT OF PAIN,Other
904856008,MARION,INDIANAPOLIS,11/16/25,2025,Pedalcycle,HILLSIDE AVE & E 59TH ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.86293545,-86.12462879,ABRASION,Other
904841115,MARION,INDIANAPOLIS,11/10/25,2025,Pedestrian,E 63RD ST & GLENDALE TOWN CENTER,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.86670816,-86.12128544,ABRASION,Other
904835799,MARION,INDIANAPOLIS,11/4/25,2025,Pedestrian,APPLETON DR & APPLETON DR,PEDESTRIAN ACTION,LEFT TURN,NON-INCAPACITATING,DARK (NOT LIGHTED),CLOUDY,DRY,39.64792502,-86.11972091,FRACTURE/DISLOCATION,SSI
904840041,MARION,INDIANAPOLIS,11/6/25,2025,Pedestrian,E STOP 11 RD & SIEAR TER,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.65021373,-86.11807239,INTERNAL,SSI
904813313,MARION,INDIANAPOLIS,10/3/25,2025,Pedalcycle,E 38TH ST & TEMPLE AVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.82523155,-86.11769461,MINOR BLEEDING,Other
904823304,MARION,INDIANAPOLIS,10/20/25,2025,Pedestrian,E 38TH ST ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.82585777,-86.11742767,MINOR BLEEDING,Other
904832845,MARION,INDIANAPOLIS,11/2/25,2025,Pedestrian,N RURAL ST & E NORTH ST,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.77624257,-86.11659577,INTERNAL,SSI
904852065,MARION,INDIANAPOLIS,11/25/25,2025,Pedestrian,E 62ND ST & N TUXEDO ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,WET,39.86875746,-86.11014258,COMPLAINT OF PAIN,Other
904851041,MARION,INDIANAPOLIS,11/23/25,2025,Pedestrian,KEYSTONE XING ,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.91433077,-86.10955125,MINOR BLEEDING,Other
904814693,MARION,INDIANAPOLIS,10/7/25,2025,Pedestrian,20TH  & HOUSTON,PEDESTRIAN ACTION,NON-COLLISION,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.79409513,-86.10887003,COMPLAINT OF PAIN,Other
904833983,MARION,INDIANAPOLIS,11/4/25,2025,Pedalcycle,N SHERMAN DR & E 32ND ST,IMPROPER TURNING,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.813192,-86.10259603,ABRASION,Other
904849372,MARION,INDIANAPOLIS,11/20/25,2025,Pedestrian,N SHERMAN DR & E 9TH ST,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.7782953,-86.1023341,UNCONSCIOUSNESS,SSI
904814374,MARION,INDIANAPOLIS,10/2/25,2025,Pedestrian,S SHERMAN DR & BROOKVILLE RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (LIGHTED),CLEAR,DRY,39.76512655,-86.10205284,CRUSH INJURY,Fatal
904848333,MARION,INDIANAPOLIS,11/6/25,2025,Pedestrian,I-69 ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.70411474,-86.09681976,COMPLAINT OF PAIN,Other
904830303,MARION,INDIANAPOLIS,10/30/25,2025,Pedalcycle,E 10TH ST & N EUCLID AVE,PEDESTRIAN ACTION,REAR END,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.78141283,-86.09464043,COMPLAINT OF PAIN,Other
904829562,MARION,BEECH GROVE,10/29/25,2025,Pedestrian,S 9TH AVE & CHURCHMAN AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.71764778,-86.09211383,FRACTURE/DISLOCATION,SSI
904830762,MARION,INDIANAPOLIS,10/30/25,2025,Pedestrian,E 30TH ST ,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.8108802,-86.0919642,FRACTURE/DISLOCATION,SSI
904850437,MARION,INDIANAPOLIS,11/22/25,2025,Pedestrian,SUNPOINT CIR ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.66143706,-86.08741153,FRACTURE/DISLOCATION,SSI
904819611,MARION,INDIANAPOLIS,10/14/25,2025,Pedestrian,E 16TH ST & N EMERSON AVE,PEDESTRIAN ACTION,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.78889593,-86.08329695,COMPLAINT OF PAIN,Other
904847495,MARION,INDIANAPOLIS,11/20/25,2025,Pedestrian,EMERSON AVE & MINNESOTA ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.74563677,-86.08284559,COMPLAINT OF PAIN,Other
904819653,MARION,INDIANAPOLIS,10/14/25,2025,Pedestrian,BROOKFIELD DR & EMERSON AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT TURN,NON-INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.64883235,-86.08273397,MINOR BLEEDING,Other
904829434,MARION,INDIANAPOLIS,10/27/25,2025,Pedestrian,E SOUTHPORT RD & EMERSON AVE,PEDESTRIAN ACTION,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.66592081,-86.08224963,COMPLAINT OF PAIN,Other
904841560,MARION,INDIANAPOLIS,11/12/25,2025,Pedestrian,ALLISONVILLE RD ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DARK (LIGHTED),CLEAR,DRY,39.90471566,-86.07908374,COMPLAINT OF PAIN,Other
904830749,MARION,INDIANAPOLIS,10/31/25,2025,Pedestrian,STEINMEIER DR W ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.88241378,-86.07862106,FRACTURE/DISLOCATION,SSI
904846065,MARION,INDIANAPOLIS,11/16/25,2025,Pedalcycle,E 40TH ST & CAMPBELL AVE,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.82936501,-86.06613098,COMPLAINT OF PAIN,Other
904845780,MARION,INDIANAPOLIS,11/15/25,2025,Pedestrian,N ARLINGTON AVE & E 16TH ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.78885328,-86.06436041,ABRASION,Other
904822082,MARION,INDIANAPOLIS,10/17/25,2025,Pedestrian,SOUTHEASTERN AVE ,UNSAFE BACKING,BACKING CRASH,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.73480788,-86.06426564,COMPLAINT OF PAIN,Other
904820616,MARION,INDIANAPOLIS,10/16/25,2025,Pedestrian,KNUE ROAD & E 82ND STREET,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.90537999,-86.06038996,COMPLAINT OF PAIN,Other
904847486,MARION,INDIANAPOLIS,11/19/25,2025,Pedestrian,E 82ND ST & KNUE RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.90536833,-86.06028093,COMPLAINT OF PAIN,Other
904831241,MARION,INDIANAPOLIS,10/25/25,2025,Pedestrian,I-70 EB ,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.80413529,-86.05354079,COMPLAINT OF PAIN,Other
904879463,MARION,INDIANAPOLIS,10/4/25,2025,Pedestrian,I-465 ,ANIMAL/OBJECT IN ROADWAY,REAR END,REFUSED,DARK (NOT LIGHTED),CLEAR,DRY,39.87879615,-86.04759689,COMPLAINT OF PAIN,Other
904814688,MARION,INDIANAPOLIS,10/4/25,2025,Pedestrian,SHADELAND AVE & 30TH,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.813399,-86.0456958,SEVERE BLEEDING,Fatal
904829145,MARION,INDIANAPOLIS,10/24/25,2025,Pedestrian,N SHADELAND AVE & KENSINGTON DR,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.81985657,-86.04578472,FRACTURE/DISLOCATION,SSI
904845769,MARION,INDIANAPOLIS,11/14/25,2025,Pedalcycle,N SHADELAND AVE & E 34TH ST,PEDESTRIAN ACTION,REAR END,FATAL,DARK (NOT LIGHTED),CLOUDY,DRY,39.81841232,-86.04576037,CRUSH INJURY,Fatal
904824515,MARION,INDIANAPOLIS,10/19/25,2025,Pedestrian,2100 N SHADELAND AVE & E 21ST ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,WET,39.7962262,-86.04537057,COMPLAINT OF PAIN,Other
904852045,MARION,INDIANAPOLIS,11/25/25,2025,Pedestrian,N KERCHEVAL DR & PENDLETON PIKE,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,NON-INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.82982339,-86.03999093,COMPLAINT OF PAIN,Other
904824231,MARION,LAWRENCE,10/21/25,2025,Pedalcycle,SELLERS ST & PENDLETON PIKE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.83359197,-86.03305432,COMPLAINT OF PAIN,Other
904841809,MARION,LAWRENCE,11/13/25,2025,Pedalcycle,PENDLETON PIKE & MAPLE LN,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.83945134,-86.02045945,COMPLAINT OF PAIN,Other
904839482,MARION,INDIANAPOLIS,11/8/25,2025,Pedestrian,S FRANKLIN RD & MIDSUMMER DR,FAILURE TO MAINTAIN LANE,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DARK (NOT LIGHTED),RAIN,WET,39.70977327,-86.01763952,ABRASION,Other
